15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	
15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	
15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	
15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	
15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	
15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	
15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	
15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	
15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	
15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	
15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	
15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	
15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	15.000000	
15.000000	15.000000	
15.000000	15.000000	
15.000000	15.000000	
15.000000	15.000000	
15.000000	15.000000	
15.000000	15.000000	
15.000000	15.000000	
15.000000	15.000000	
0.000000	15.000000	
0.000000	15.000000	
0.000000	15.000000	
0.000000	15.000000	
29.000000	15.000000	
29.000000	15.000000	
29.000000	15.000000	
29.000000	15.000000	
29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	
29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	
29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	
29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	29.000000	15.000000	
29.000000	16.080863	29.000000	12.913382	29.000000	14.943738	29.000000	18.222039	29.000000	12.629091	29.000000	13.742006	29.000000	13.111753	29.000000	11.773049	29.000000	12.236731	29.000000	16.676174	
29.000000	14.145490	29.000000	18.909488	29.000000	13.153837	29.000000	14.669082	29.000000	18.697238	29.000000	18.066434	29.000000	17.648107	29.000000	19.574072	29.000000	15.492869	29.000000	15.069688	
29.000000	18.070429	29.000000	18.617630	29.000000	11.951352	29.000000	18.044627	29.000000	10.343178	29.000000	11.777208	29.000000	10.359234	29.000000	15.464452	29.000000	15.218965	29.000000	14.153053	
29.000000	17.432058	29.000000	19.562562	29.000000	15.346002	29.000000	10.101347	29.000000	13.330703	29.000000	11.059915	29.000000	13.173227	29.000000	13.498964	29.000000	17.502887	29.000000	10.211534	
29.000000	19.897792	29.000000	17.552298	29.000000	10.017945	29.000000	19.553396	29.000000	16.141128	29.000000	10.297041	29.000000	13.514275	29.000000	19.687637	29.000000	11.531280	29.000000	10.555908	
29.000000	18.588168	29.000000	15.208804	29.000000	19.422501	29.000000	13.810474	29.000000	15.227021	29.000000	13.415134	29.000000	17.390580	29.000000	14.521428	29.000000	19.293574	29.000000	18.793384	
29.000000	13.331110	29.000000	12.300094	29.000000	12.754696	29.000000	12.639808	29.000000	10.457063	29.000000	10.570794	29.000000	14.608079	29.000000	16.542521	29.000000	14.179140	29.000000	10.545366	
24.459975	30.416912	29.000251	20.691338	28.887368	15.623712	28.746735	8.885889	27.101941	16.838713	30.173936	12.965639	31.440999	7.940307	32.056820	11.458450	28.706935	18.135950	32.463784	3.487071	
27.408947	-0.352966	28.591035	16.912103	31.932293	9.264278	30.388957	18.797208	31.005591	22.437723	26.880302	10.355105	28.969950	13.591375	32.011090	17.266454	28.177715	11.370546	15.771236	11.110727	
22.118454	40.076116	30.429328	20.398504	21.618587	7.311386	27.200386	10.314467	20.701216	4.702920	18.298804	4.457529	32.509159	9.428774	28.572086	6.862324	30.375216	16.200234	33.783125	3.588193	
20.818585	38.871910	35.465133	3.122823	22.782293	38.716353	19.944239	14.249428	27.163521	21.766583	26.458045	4.966645	23.242103	1.900392	35.722903	16.150710	30.642839	19.578272	18.409114	7.394604	
22.245732	1.017551	30.161532	11.093630	25.558128	10.909037	30.514461	15.304666	22.553773	5.518034	32.759191	9.574181	18.726529	14.100132	28.769858	15.008616	19.007923	1.502005	29.921102	17.653745	
