0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	17.620648	18.785815	14.290818	15.468148	20.825790	17.908399	8.339462	16.465233	8.873404	17.110303	21.555837	18.815399	0.000000	0.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	13.709278	16.735767	15.135161	20.928475	14.021870	18.364387	20.501001	20.284425	18.388342	15.173296	16.396523	17.202575	0.000000	0.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	7.829589	7.613560	15.763267	13.392718	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	20.517627	10.321820	11.970773	12.218497	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	17.281012	8.267103	8.614358	17.656125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	20.364602	21.551324	17.232260	12.755105	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	20.325764	16.578482	10.443449	10.796901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	21.385259	12.501863	21.422650	20.032937	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	14.686642	12.683215	9.588471	14.787914	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	17.596451	13.482571	20.643761	14.601674	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	14.217086	21.039786	22.181701	13.027493	9.708099	16.575387	11.307600	8.728737	8.368141	18.335686	14.141967	10.566514	
0.000000	0.000000	0.000000	29.000000	29.000000	0.000000	29.000000	29.000000	11.271729	14.939707	20.966578	14.642612	7.872776	11.786115	14.080534	15.736926	21.246261	21.264583	11.374342	10.400593	
20.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
20.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
20.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
20.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
20.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
20.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	10.000000	0.000000	20.000000	0.000000	0.000000	10.000000	10.000000	10.000000	20.000000	10.000000	0.000000	20.000000	10.000000	20.000000	20.000000	20.000000	0.000000	30.000000	10.000000	30.000000	20.000000	30.000000	
0.000000	0.000000	10.000000	0.000000	20.000000	0.000000	0.000000	10.000000	10.000000	10.000000	20.000000	10.000000	0.000000	20.000000	10.000000	20.000000	20.000000	20.000000	0.000000	30.000000	10.000000	30.000000	20.000000	30.000000	
0.000000	0.000000	10.000000	0.000000	20.000000	0.000000	0.000000	10.000000	10.000000	10.000000	20.000000	10.000000	0.000000	20.000000	10.000000	20.000000	20.000000	20.000000	0.000000	30.000000	10.000000	30.000000	20.000000	30.000000	
0.000000	0.000000	10.000000	0.000000	20.000000	0.000000	0.000000	10.000000	10.000000	10.000000	20.000000	10.000000	0.000000	20.000000	10.000000	20.000000	20.000000	20.000000	0.000000	30.000000	10.000000	30.000000	20.000000	30.000000	
0.000000	0.000000	10.000000	0.000000	20.000000	0.000000	0.000000	10.000000	10.000000	10.000000	20.000000	10.000000	0.000000	20.000000	10.000000	20.000000	20.000000	20.000000	0.000000	30.000000	10.000000	30.000000	20.000000	30.000000	
0.000000	0.000000	10.000000	0.000000	20.000000	0.000000	0.000000	10.000000	10.000000	10.000000	20.000000	10.000000	0.000000	20.000000	10.000000	20.000000	20.000000	20.000000	0.000000	30.000000	10.000000	30.000000	20.000000	30.000000	
0.000000	0.000000	10.000000	0.000000	20.000000	0.000000	0.000000	10.000000	10.000000	10.000000	20.000000	10.000000	0.000000	20.000000	10.000000	20.000000	20.000000	20.000000	0.000000	30.000000	10.000000	30.000000	20.000000	30.000000	
0.000000	0.000000	10.000000	0.000000	20.000000	0.000000	0.000000	10.000000	10.000000	10.000000	20.000000	10.000000	0.000000	20.000000	10.000000	20.000000	20.000000	20.000000	0.000000	30.000000	10.000000	30.000000	20.000000	30.000000	
